source_id,source_document,source_sha256_prefix,extraction_run,table,page,religion,residence,metric,value,small_sample
nfhs-5,sources/nfhs-5/reports/india-report-fr375.pdf,ce1fa5e3c93e5f00,nfhs-table72-extract-v1.0.0-20260527T224226Z,7.2,284,sikh,rural,imr,31.9,false
nfhs-5,sources/nfhs-5/reports/india-report-fr375.pdf,ce1fa5e3c93e5f00,nfhs-table72-extract-v1.0.0-20260527T224226Z,7.2,284,sikh,rural,child_4q1,4.3,false
nfhs-5,sources/nfhs-5/reports/india-report-fr375.pdf,ce1fa5e3c93e5f00,nfhs-table72-extract-v1.0.0-20260527T224226Z,7.2,284,sikh,rural,u5_5q0,36.1,false
nfhs-5,sources/nfhs-5/reports/india-report-fr375.pdf,ce1fa5e3c93e5f00,nfhs-table72-extract-v1.0.0-20260527T224226Z,7.2,284,buddhist,urban,nn,13.7,true
nfhs-5,sources/nfhs-5/reports/india-report-fr375.pdf,ce1fa5e3c93e5f00,nfhs-table72-extract-v1.0.0-20260527T224226Z,7.2,284,buddhist,urban,pnn,2.5,true
nfhs-5,sources/nfhs-5/reports/india-report-fr375.pdf,ce1fa5e3c93e5f00,nfhs-table72-extract-v1.0.0-20260527T224226Z,7.2,284,buddhist,urban,imr,16.2,true
nfhs-5,sources/nfhs-5/reports/india-report-fr375.pdf,ce1fa5e3c93e5f00,nfhs-table72-extract-v1.0.0-20260527T224226Z,7.2,284,buddhist,urban,child_4q1,19.9,true
nfhs-5,sources/nfhs-5/reports/india-report-fr375.pdf,ce1fa5e3c93e5f00,nfhs-table72-extract-v1.0.0-20260527T224226Z,7.2,284,buddhist,urban,u5_5q0,35.8,true
nfhs-5,sources/nfhs-5/reports/india-report-fr375.pdf,ce1fa5e3c93e5f00,nfhs-table72-extract-v1.0.0-20260527T224226Z,7.2,284,buddhist,rural,nn,19.0,false
nfhs-5,sources/nfhs-5/reports/india-report-fr375.pdf,ce1fa5e3c93e5f00,nfhs-table72-extract-v1.0.0-20260527T224226Z,7.2,284,buddhist,rural,pnn,5.5,false
nfhs-5,sources/nfhs-5/reports/india-report-fr375.pdf,ce1fa5e3c93e5f00,nfhs-table72-extract-v1.0.0-20260527T224226Z,7.2,284,buddhist,rural,imr,24.6,false
nfhs-5,sources/nfhs-5/reports/india-report-fr375.pdf,ce1fa5e3c93e5f00,nfhs-table72-extract-v1.0.0-20260527T224226Z,7.2,284,buddhist,rural,child_4q1,5.9,false
nfhs-5,sources/nfhs-5/reports/india-report-fr375.pdf,ce1fa5e3c93e5f00,nfhs-table72-extract-v1.0.0-20260527T224226Z,7.2,284,buddhist,rural,u5_5q0,30.3,false
nfhs-5,sources/nfhs-5/reports/india-report-fr375.pdf,ce1fa5e3c93e5f00,nfhs-table72-extract-v1.0.0-20260527T224226Z,7.2,284,other,urban,nn,16.2,true
nfhs-5,sources/nfhs-5/reports/india-report-fr375.pdf,ce1fa5e3c93e5f00,nfhs-table72-extract-v1.0.0-20260527T224226Z,7.2,284,other,urban,pnn,8.5,false
nfhs-5,sources/nfhs-5/reports/india-report-fr375.pdf,ce1fa5e3c93e5f00,nfhs-table72-extract-v1.0.0-20260527T224226Z,7.2,284,other,urban,imr,24.6,true
nfhs-5,sources/nfhs-5/reports/india-report-fr375.pdf,ce1fa5e3c93e5f00,nfhs-table72-extract-v1.0.0-20260527T224226Z,7.2,284,other,urban,child_4q1,2.8,true
nfhs-5,sources/nfhs-5/reports/india-report-fr375.pdf,ce1fa5e3c93e5f00,nfhs-table72-extract-v1.0.0-20260527T224226Z,7.2,284,other,urban,u5_5q0,27.4,true
nfhs-5,sources/nfhs-5/reports/india-report-fr375.pdf,ce1fa5e3c93e5f00,nfhs-table72-extract-v1.0.0-20260527T224226Z,7.2,284,other,rural,nn,30.6,false
nfhs-5,sources/nfhs-5/reports/india-report-fr375.pdf,ce1fa5e3c93e5f00,nfhs-table72-extract-v1.0.0-20260527T224226Z,7.2,284,other,rural,pnn,14.6,false
nfhs-5,sources/nfhs-5/reports/india-report-fr375.pdf,ce1fa5e3c93e5f00,nfhs-table72-extract-v1.0.0-20260527T224226Z,7.2,284,other,rural,imr,45.2,false
nfhs-5,sources/nfhs-5/reports/india-report-fr375.pdf,ce1fa5e3c93e5f00,nfhs-table72-extract-v1.0.0-20260527T224226Z,7.2,284,other,rural,child_4q1,7.2,false
nfhs-5,sources/nfhs-5/reports/india-report-fr375.pdf,ce1fa5e3c93e5f00,nfhs-table72-extract-v1.0.0-20260527T224226Z,7.2,284,other,rural,u5_5q0,52.1,false
nfhs-5,sources/nfhs-5/reports/india-report-fr375.pdf,ce1fa5e3c93e5f00,nfhs-table72-extract-v1.0.0-20260527T224226Z,7.2,284,other,urban,nn,14.5,false
nfhs-5,sources/nfhs-5/reports/india-report-fr375.pdf,ce1fa5e3c93e5f00,nfhs-table72-extract-v1.0.0-20260527T224226Z,7.2,284,other,urban,pnn,7.5,false
nfhs-5,sources/nfhs-5/reports/india-report-fr375.pdf,ce1fa5e3c93e5f00,nfhs-table72-extract-v1.0.0-20260527T224226Z,7.2,284,other,urban,imr,21.9,false
nfhs-5,sources/nfhs-5/reports/india-report-fr375.pdf,ce1fa5e3c93e5f00,nfhs-table72-extract-v1.0.0-20260527T224226Z,7.2,284,other,urban,child_4q1,4.4,false
nfhs-5,sources/nfhs-5/reports/india-report-fr375.pdf,ce1fa5e3c93e5f00,nfhs-table72-extract-v1.0.0-20260527T224226Z,7.2,284,other,urban,u5_5q0,26.3,false
nfhs-5,sources/nfhs-5/reports/india-report-fr375.pdf,ce1fa5e3c93e5f00,nfhs-table72-extract-v1.0.0-20260527T224226Z,7.2,284,other,rural,nn,22.4,false
nfhs-5,sources/nfhs-5/reports/india-report-fr375.pdf,ce1fa5e3c93e5f00,nfhs-table72-extract-v1.0.0-20260527T224226Z,7.2,284,other,rural,pnn,9.1,false
nfhs-5,sources/nfhs-5/reports/india-report-fr375.pdf,ce1fa5e3c93e5f00,nfhs-table72-extract-v1.0.0-20260527T224226Z,7.2,284,other,rural,imr,31.5,false
nfhs-5,sources/nfhs-5/reports/india-report-fr375.pdf,ce1fa5e3c93e5f00,nfhs-table72-extract-v1.0.0-20260527T224226Z,7.2,284,other,rural,child_4q1,5.2,false
nfhs-5,sources/nfhs-5/reports/india-report-fr375.pdf,ce1fa5e3c93e5f00,nfhs-table72-extract-v1.0.0-20260527T224226Z,7.2,284,other,rural,u5_5q0,36.6,false
