metric_id,geography_level,geography_code,year,religion,sex,value,denominator,sample_size,ci_lower,ci_upper,source_id,source_document,extraction_run,methodology_note,break_flag
ger-higher-ed,state,IN-S04,2021,muslim,all,8.97,population_18_23_7717,692,,,aishe,sources/aishe/aishe-report-2021-22.pdf,canonicalize-ger-higher-ed-v1.0.0-20260609T182300Z,"Per-state Muslim GER: Muslim enrolment as reported by each state to AISHE 2021-22 over Census 2011 C-15 Muslim 18-23 by state. States report minority enrolment incompletely (the All-India total exceeds the state sum), so read the spread across states, not the precise level.",false
ger-higher-ed,state,IN-S05,2021,muslim,all,8.42,population_18_23_200027,16836,,,aishe,sources/aishe/aishe-report-2021-22.pdf,canonicalize-ger-higher-ed-v1.0.0-20260609T182300Z,"Per-state Muslim GER: Muslim enrolment as reported by each state to AISHE 2021-22 over Census 2011 C-15 Muslim 18-23 by state. States report minority enrolment incompletely (the All-India total exceeds the state sum), so read the spread across states, not the precise level.",false
ger-higher-ed,state,IN-S06,2021,muslim,all,5.07,population_18_23_216079,10961,,,aishe,sources/aishe/aishe-report-2021-22.pdf,canonicalize-ger-higher-ed-v1.0.0-20260609T182300Z,"Per-state Muslim GER: Muslim enrolment as reported by each state to AISHE 2021-22 over Census 2011 C-15 Muslim 18-23 by state. States report minority enrolment incompletely (the All-India total exceeds the state sum), so read the spread across states, not the precise level.",false
ger-higher-ed,state,IN-S07,2021,muslim,all,9.4,population_18_23_300805,28282,,,aishe,sources/aishe/aishe-report-2021-22.pdf,canonicalize-ger-higher-ed-v1.0.0-20260609T182300Z,"Per-state Muslim GER: Muslim enrolment as reported by each state to AISHE 2021-22 over Census 2011 C-15 Muslim 18-23 by state. States report minority enrolment incompletely (the All-India total exceeds the state sum), so read the spread across states, not the precise level.",false
ger-higher-ed,state,IN-S08,2021,muslim,all,5.88,population_18_23_789376,46411,,,aishe,sources/aishe/aishe-report-2021-22.pdf,canonicalize-ger-higher-ed-v1.0.0-20260609T182300Z,"Per-state Muslim GER: Muslim enrolment as reported by each state to AISHE 2021-22 over Census 2011 C-15 Muslim 18-23 by state. States report minority enrolment incompletely (the All-India total exceeds the state sum), so read the spread across states, not the precise level.",false
ger-higher-ed,state,IN-S09,2021,muslim,all,6.48,population_18_23_5042333,326819,,,aishe,sources/aishe/aishe-report-2021-22.pdf,canonicalize-ger-higher-ed-v1.0.0-20260609T182300Z,"Per-state Muslim GER: Muslim enrolment as reported by each state to AISHE 2021-22 over Census 2011 C-15 Muslim 18-23 by state. States report minority enrolment incompletely (the All-India total exceeds the state sum), so read the spread across states, not the precise level.",false
ger-higher-ed,state,IN-S10,2021,muslim,all,9.16,population_18_23_1884824,172681,,,aishe,sources/aishe/aishe-report-2021-22.pdf,canonicalize-ger-higher-ed-v1.0.0-20260609T182300Z,"Per-state Muslim GER: Muslim enrolment as reported by each state to AISHE 2021-22 over Census 2011 C-15 Muslim 18-23 by state. States report minority enrolment incompletely (the All-India total exceeds the state sum), so read the spread across states, not the precise level.",false
ger-higher-ed,state,IN-S11,2021,muslim,all,10.01,population_18_23_1618,162,,,aishe,sources/aishe/aishe-report-2021-22.pdf,canonicalize-ger-higher-ed-v1.0.0-20260609T182300Z,"Per-state Muslim GER: Muslim enrolment as reported by each state to AISHE 2021-22 over Census 2011 C-15 Muslim 18-23 by state. States report minority enrolment incompletely (the All-India total exceeds the state sum), so read the spread across states, not the precise level.",false
ger-higher-ed,state,IN-S12,2021,muslim,all,2.94,population_18_23_3641,107,,,aishe,sources/aishe/aishe-report-2021-22.pdf,canonicalize-ger-higher-ed-v1.0.0-20260609T182300Z,"Per-state Muslim GER: Muslim enrolment as reported by each state to AISHE 2021-22 over Census 2011 C-15 Muslim 18-23 by state. States report minority enrolment incompletely (the All-India total exceeds the state sum), so read the spread across states, not the precise level.",false
ger-higher-ed,state,IN-S13,2021,muslim,all,4.23,population_18_23_5986,253,,,aishe,sources/aishe/aishe-report-2021-22.pdf,canonicalize-ger-higher-ed-v1.0.0-20260609T182300Z,"Per-state Muslim GER: Muslim enrolment as reported by each state to AISHE 2021-22 over Census 2011 C-15 Muslim 18-23 by state. States report minority enrolment incompletely (the All-India total exceeds the state sum), so read the spread across states, not the precise level.",false
ger-higher-ed,state,IN-S14,2021,muslim,all,6.52,population_18_23_30118,1964,,,aishe,sources/aishe/aishe-report-2021-22.pdf,canonicalize-ger-higher-ed-v1.0.0-20260609T182300Z,"Per-state Muslim GER: Muslim enrolment as reported by each state to AISHE 2021-22 over Census 2011 C-15 Muslim 18-23 by state. States report minority enrolment incompletely (the All-India total exceeds the state sum), so read the spread across states, not the precise level.",false
ger-higher-ed,state,IN-S15,2021,muslim,all,6.2,population_18_23_2098,130,,,aishe,sources/aishe/aishe-report-2021-22.pdf,canonicalize-ger-higher-ed-v1.0.0-20260609T182300Z,"Per-state Muslim GER: Muslim enrolment as reported by each state to AISHE 2021-22 over Census 2011 C-15 Muslim 18-23 by state. States report minority enrolment incompletely (the All-India total exceeds the state sum), so read the spread across states, not the precise level.",false
ger-higher-ed,state,IN-S16,2021,muslim,all,7.01,population_18_23_42842,3002,,,aishe,sources/aishe/aishe-report-2021-22.pdf,canonicalize-ger-higher-ed-v1.0.0-20260609T182300Z,"Per-state Muslim GER: Muslim enrolment as reported by each state to AISHE 2021-22 over Census 2011 C-15 Muslim 18-23 by state. States report minority enrolment incompletely (the All-India total exceeds the state sum), so read the spread across states, not the precise level.",false
ger-higher-ed,state,IN-S17,2021,muslim,all,14.34,population_18_23_14780,2119,,,aishe,sources/aishe/aishe-report-2021-22.pdf,canonicalize-ger-higher-ed-v1.0.0-20260609T182300Z,"Per-state Muslim GER: Muslim enrolment as reported by each state to AISHE 2021-22 over Census 2011 C-15 Muslim 18-23 by state. States report minority enrolment incompletely (the All-India total exceeds the state sum), so read the spread across states, not the precise level.",false
ger-higher-ed,state,IN-S18,2021,muslim,all,7.02,population_18_23_1207346,84808,,,aishe,sources/aishe/aishe-report-2021-22.pdf,canonicalize-ger-higher-ed-v1.0.0-20260609T182300Z,"Per-state Muslim GER: Muslim enrolment as reported by each state to AISHE 2021-22 over Census 2011 C-15 Muslim 18-23 by state. States report minority enrolment incompletely (the All-India total exceeds the state sum), so read the spread across states, not the precise level.",false
ger-higher-ed,state,IN-S20,2021,muslim,all,6.86,population_18_23_556450,38200,,,aishe,sources/aishe/aishe-report-2021-22.pdf,canonicalize-ger-higher-ed-v1.0.0-20260609T182300Z,"Per-state Muslim GER: Muslim enrolment as reported by each state to AISHE 2021-22 over Census 2011 C-15 Muslim 18-23 by state. States report minority enrolment incompletely (the All-India total exceeds the state sum), so read the spread across states, not the precise level.",false
ger-higher-ed,state,IN-S21,2021,muslim,all,6.98,population_18_23_121989,8509,,,aishe,sources/aishe/aishe-report-2021-22.pdf,canonicalize-ger-higher-ed-v1.0.0-20260609T182300Z,"Per-state Muslim GER: Muslim enrolment as reported by each state to AISHE 2021-22 over Census 2011 C-15 Muslim 18-23 by state. States report minority enrolment incompletely (the All-India total exceeds the state sum), so read the spread across states, not the precise level.",false
ger-higher-ed,state,IN-S22,2021,muslim,all,7.82,population_18_23_65389,5113,,,aishe,sources/aishe/aishe-report-2021-22.pdf,canonicalize-ger-higher-ed-v1.0.0-20260609T182300Z,"Per-state Muslim GER: Muslim enrolment as reported by each state to AISHE 2021-22 over Census 2011 C-15 Muslim 18-23 by state. States report minority enrolment incompletely (the All-India total exceeds the state sum), so read the spread across states, not the precise level.",false
ger-higher-ed,state,IN-S23,2021,muslim,all,6.4,population_18_23_612109,39205,,,aishe,sources/aishe/aishe-report-2021-22.pdf,canonicalize-ger-higher-ed-v1.0.0-20260609T182300Z,"Per-state Muslim GER: Muslim enrolment as reported by each state to AISHE 2021-22 over Census 2011 C-15 Muslim 18-23 by state. States report minority enrolment incompletely (the All-India total exceeds the state sum), so read the spread across states, not the precise level.",false
ger-higher-ed,state,IN-S24,2021,muslim,all,5.02,population_18_23_716812,35993,,,aishe,sources/aishe/aishe-report-2021-22.pdf,canonicalize-ger-higher-ed-v1.0.0-20260609T182300Z,"Per-state Muslim GER: Muslim enrolment as reported by each state to AISHE 2021-22 over Census 2011 C-15 Muslim 18-23 by state. States report minority enrolment incompletely (the All-India total exceeds the state sum), so read the spread across states, not the precise level.",false
ger-higher-ed,state,IN-S27,2021,muslim,all,9.2,population_18_23_1679457,154515,,,aishe,sources/aishe/aishe-report-2021-22.pdf,canonicalize-ger-higher-ed-v1.0.0-20260609T182300Z,"Per-state Muslim GER: Muslim enrolment as reported by each state to AISHE 2021-22 over Census 2011 C-15 Muslim 18-23 by state. States report minority enrolment incompletely (the All-India total exceeds the state sum), so read the spread across states, not the precise level.",false
ger-higher-ed,state,IN-S28,2021,muslim,all,5.45,population_18_23_1035878,56444,,,aishe,sources/aishe/aishe-report-2021-22.pdf,canonicalize-ger-higher-ed-v1.0.0-20260609T182300Z,"Per-state Muslim GER: Muslim enrolment as reported by each state to AISHE 2021-22 over Census 2011 C-15 Muslim 18-23 by state. States report minority enrolment incompletely (the All-India total exceeds the state sum), so read the spread across states, not the precise level.",false
ger-higher-ed,state,IN-S29,2021,muslim,all,14.3,population_18_23_1029950,147249,,,aishe,sources/aishe/aishe-report-2021-22.pdf,canonicalize-ger-higher-ed-v1.0.0-20260609T182300Z,"Per-state Muslim GER: Muslim enrolment as reported by each state to AISHE 2021-22 over Census 2011 C-15 Muslim 18-23 by state. States report minority enrolment incompletely (the All-India total exceeds the state sum), so read the spread across states, not the precise level.",false
ger-higher-ed,state,IN-S30,2021,muslim,all,19.97,population_18_23_15445,3084,,,aishe,sources/aishe/aishe-report-2021-22.pdf,canonicalize-ger-higher-ed-v1.0.0-20260609T182300Z,"Per-state Muslim GER: Muslim enrolment as reported by each state to AISHE 2021-22 over Census 2011 C-15 Muslim 18-23 by state. States report minority enrolment incompletely (the All-India total exceeds the state sum), so read the spread across states, not the precise level.",false
ger-higher-ed,state,IN-S32,2021,muslim,all,18.43,population_18_23_1016353,187358,,,aishe,sources/aishe/aishe-report-2021-22.pdf,canonicalize-ger-higher-ed-v1.0.0-20260609T182300Z,"Per-state Muslim GER: Muslim enrolment as reported by each state to AISHE 2021-22 over Census 2011 C-15 Muslim 18-23 by state. States report minority enrolment incompletely (the All-India total exceeds the state sum), so read the spread across states, not the precise level.",false
ger-higher-ed,state,IN-S33,2021,muslim,all,24.15,population_18_23_479087,115690,,,aishe,sources/aishe/aishe-report-2021-22.pdf,canonicalize-ger-higher-ed-v1.0.0-20260609T182300Z,"Per-state Muslim GER: Muslim enrolment as reported by each state to AISHE 2021-22 over Census 2011 C-15 Muslim 18-23 by state. States report minority enrolment incompletely (the All-India total exceeds the state sum), so read the spread across states, not the precise level.",false
ger-higher-ed,state,IN-S34,2021,muslim,all,40.65,population_18_23_8044,3270,,,aishe,sources/aishe/aishe-report-2021-22.pdf,canonicalize-ger-higher-ed-v1.0.0-20260609T182300Z,"Per-state Muslim GER: Muslim enrolment as reported by each state to AISHE 2021-22 over Census 2011 C-15 Muslim 18-23 by state. States report minority enrolment incompletely (the All-India total exceeds the state sum), so read the spread across states, not the precise level.",false
ger-higher-ed,state,IN-S35,2021,muslim,all,17.01,population_18_23_3580,609,,,aishe,sources/aishe/aishe-report-2021-22.pdf,canonicalize-ger-higher-ed-v1.0.0-20260609T182300Z,"Per-state Muslim GER: Muslim enrolment as reported by each state to AISHE 2021-22 over Census 2011 C-15 Muslim 18-23 by state. States report minority enrolment incompletely (the All-India total exceeds the state sum), so read the spread across states, not the precise level.",false
